case_id,date,complaint_type,building_age,borough,days_since_last_service,time_of_day,season,status
8493,2025-07-11 12:00:54.626151,No Hot Water,59,Queens,9,Night,Winter,Found Okay
8494,2024-11-18 12:00:54.626153,No Hot Water,64,Brooklyn,227,Morning,Summer,Found Okay
8495,2024-09-17 12:00:54.626155,No Heat,35,Brooklyn,21,Afternoon,Spring,Found Okay
8496,2025-06-23 12:00:54.626158,Power Out,52,Bronx,116,Evening,Fall,Found Okay
8497,2025-03-05 12:00:54.626160,Meter Issue,55,Bronx,332,Afternoon,Spring,Found Okay
8498,2025-07-06 12:00:54.626162,No Heat,43,Bronx,82,Evening,Winter,Needs Repair
8499,2025-04-01 12:00:54.626165,No Heat,56,Queens,76,Evening,Summer,Found Okay
8500,2025-07-05 12:00:54.626167,Meter Issue,68,Queens,371,Evening,Spring,Found Okay
8501,2025-02-12 12:00:54.626170,No Heat,43,Brooklyn,360,Morning,Fall,Found Okay
8502,2024-09-11 12:00:54.626172,Power Out,49,Queens,381,Evening,Spring,Found Okay
8503,2024-12-18 12:00:54.626174,No Hot Water,37,Brooklyn,152,Afternoon,Fall,Found Okay
8504,2025-07-30 12:00:54.626177,Gas Smell,23,Manhattan,547,Morning,Winter,Needs Repair
8505,2024-09-27 12:00:54.626179,No Hot Water,61,Bronx,307,Morning,Summer,Found Okay
8506,2024-11-12 12:00:54.626182,No Heat,49,Bronx,96,Night,Spring,Found Okay
8507,2025-07-18 12:00:54.626184,No Heat,50,Staten Island,178,Morning,Winter,Found Okay
8508,2025-06-13 12:00:54.626186,Power Out,35,Brooklyn,23,Afternoon,Winter,Found Okay
8509,2024-09-21 12:00:54.626189,Power Out,47,Staten Island,144,Night,Spring,Found Okay
8510,2024-10-13 12:00:54.626191,Power Out,66,Bronx,54,Evening,Spring,Found Okay
8511,2024-09-02 12:00:54.626194,Gas Smell,50,Staten Island,60,Night,Fall,Needs Repair
8512,2025-04-28 12:00:54.626196,No Heat,50,Manhattan,24,Morning,Winter,Found Okay
8513,2024-11-12 12:00:54.626198,No Heat,53,Staten Island,79,Evening,Summer,Found Okay
8514,2024-10-26 12:00:54.626201,Power Out,31,Manhattan,118,Evening,Winter,Found Okay
8515,2024-08-06 12:00:54.626203,No Hot Water,59,Bronx,165,Afternoon,Summer,Needs Repair
8516,2025-01-07 12:00:54.626206,No Hot Water,31,Queens,65,Morning,Spring,Found Okay
8517,2025-01-27 12:00:54.626208,No Heat,35,Brooklyn,282,Afternoon,Fall,Found Okay
8518,2025-02-06 12:00:54.626210,No Heat,34,Staten Island,132,Morning,Fall,Found Okay
8519,2024-09-25 12:00:54.626213,No Hot Water,47,Manhattan,182,Morning,Spring,Needs Repair
8520,2025-05-23 12:00:54.626215,Power Out,44,Bronx,58,Evening,Fall,Found Okay
8521,2025-04-18 12:00:54.626218,Meter Issue,49,Bronx,302,Evening,Spring,Found Okay
8522,2024-11-27 12:00:54.626220,Meter Issue,36,Queens,176,Night,Fall,Found Okay
8523,2025-02-20 12:00:54.626223,Meter Issue,65,Bronx,356,Morning,Winter,Found Okay
8524,2025-01-12 12:00:54.626225,Meter Issue,62,Bronx,31,Morning,Fall,Found Okay
8525,2024-12-27 12:00:54.626227,No Hot Water,47,Queens,86,Evening,Summer,Found Okay
8526,2024-12-31 12:00:54.626230,No Heat,42,Bronx,21,Morning,Winter,Found Okay
8527,2025-07-15 12:00:54.626232,Power Out,41,Manhattan,43,Morning,Fall,Found Okay
8528,2024-09-02 12:00:54.626234,No Heat,45,Staten Island,90,Morning,Winter,Needs Repair
8529,2025-01-07 12:00:54.626237,No Heat,28,Staten Island,404,Afternoon,Winter,Found Okay
8530,2024-07-31 12:00:54.626239,No Heat,35,Manhattan,146,Night,Summer,Found Okay
8531,2025-06-22 12:00:54.626242,No Hot Water,62,Staten Island,72,Night,Summer,Needs Repair
8532,2025-05-03 12:00:54.626244,No Hot Water,54,Bronx,247,Morning,Spring,Found Okay
8533,2024-11-17 12:00:54.626246,No Heat,74,Staten Island,3,Morning,Winter,Needs Repair
8534,2024-11-19 12:00:54.626249,No Hot Water,45,Staten Island,83,Evening,Fall,Found Okay
8535,2024-12-27 12:00:54.626251,Meter Issue,44,Bronx,165,Night,Summer,Found Okay
8536,2024-10-01 12:00:54.626254,Gas Smell,43,Staten Island,157,Night,Winter,Needs Repair
8537,2025-02-09 12:00:54.626256,Meter Issue,45,Bronx,168,Evening,Spring,Found Okay
8538,2025-03-16 12:00:54.626258,No Heat,40,Queens,42,Night,Spring,Found Okay
8539,2025-02-03 12:00:54.626261,No Heat,54,Queens,73,Afternoon,Winter,Needs Repair
8540,2025-05-15 12:00:54.626263,Gas Smell,50,Staten Island,482,Evening,Spring,Needs Repair
8541,2025-01-24 12:00:54.626265,No Hot Water,42,Queens,656,Morning,Fall,Needs Repair
8542,2025-07-16 12:00:54.626268,Power Out,68,Staten Island,67,Afternoon,Fall,Found Okay
8543,2024-10-12 12:00:54.626270,Power Out,78,Queens,186,Night,Fall,Needs Repair
8544,2024-09-15 12:00:54.626273,Power Out,67,Staten Island,49,Morning,Fall,Needs Repair
8545,2024-09-09 12:00:54.626275,Meter Issue,58,Brooklyn,82,Night,Summer,Found Okay
8546,2024-12-29 12:00:54.626278,No Hot Water,61,Manhattan,282,Night,Fall,Found Okay
8547,2025-01-04 12:00:54.626280,No Heat,77,Queens,125,Morning,Summer,Found Okay
8548,2025-02-12 12:00:54.626282,Gas Smell,61,Bronx,340,Morning,Summer,Needs Repair
8549,2024-09-04 12:00:54.626285,No Heat,41,Manhattan,178,Afternoon,Summer,Found Okay
8550,2024-10-24 12:00:54.626292,No Heat,55,Staten Island,178,Night,Spring,Found Okay
8551,2024-09-29 12:00:54.626295,No Heat,59,Manhattan,6,Evening,Summer,Found Okay
8552,2025-03-07 12:00:54.626297,No Hot Water,35,Bronx,249,Evening,Spring,Found Okay
8553,2024-11-10 12:00:54.626300,No Heat,45,Bronx,685,Evening,Fall,Found Okay
8554,2025-07-27 12:00:54.626302,No Heat,66,Staten Island,115,Night,Spring,Found Okay
8555,2025-05-02 12:00:54.626305,Power Out,22,Queens,31,Night,Winter,Found Okay
8556,2025-06-01 12:00:54.626307,Gas Smell,31,Queens,678,Morning,Spring,Needs Repair
8557,2024-09-23 12:00:54.626309,Power Out,47,Brooklyn,61,Afternoon,Winter,Found Okay
8558,2025-07-15 12:00:54.626312,Power Out,55,Bronx,94,Night,Spring,Found Okay
8559,2024-12-16 12:00:54.626314,No Heat,29,Brooklyn,14,Evening,Summer,Found Okay
8560,2025-07-02 12:00:54.626317,No Heat,48,Bronx,21,Night,Winter,Needs Repair
8561,2025-03-02 12:00:54.626319,No Heat,67,Brooklyn,43,Afternoon,Spring,Found Okay
8562,2024-11-28 12:00:54.626321,Power Out,51,Queens,143,Night,Fall,Found Okay
8563,2024-11-03 12:00:54.626324,Power Out,64,Bronx,146,Afternoon,Spring,Found Okay
8564,2025-05-13 12:00:54.626326,No Heat,41,Queens,167,Morning,Winter,Needs Repair
8565,2024-10-15 12:00:54.626328,No Hot Water,37,Manhattan,157,Afternoon,Fall,Found Okay
8566,2025-02-28 12:00:54.626331,Meter Issue,62,Queens,123,Evening,Winter,Found Okay
8567,2024-10-27 12:00:54.626333,Gas Smell,55,Bronx,291,Night,Summer,Needs Repair
8568,2024-10-25 12:00:54.626336,Power Out,32,Manhattan,488,Night,Summer,Found Okay
8569,2025-06-04 12:00:54.626338,No Heat,37,Brooklyn,56,Evening,Spring,Found Okay
8570,2025-01-26 12:00:54.626340,No Heat,73,Staten Island,25,Afternoon,Spring,Found Okay
8571,2025-04-29 12:00:54.626343,Power Out,36,Bronx,99,Night,Spring,Found Okay
8572,2024-10-28 12:00:54.626345,Power Out,64,Staten Island,4,Night,Spring,Found Okay
8573,2025-02-23 12:00:54.626347,Power Out,42,Staten Island,386,Afternoon,Winter,Found Okay
8574,2024-10-29 12:00:54.626350,Gas Smell,49,Manhattan,49,Afternoon,Winter,Found Okay
8575,2025-01-31 12:00:54.626352,Gas Smell,54,Brooklyn,143,Afternoon,Spring,Needs Repair
8576,2024-08-06 12:00:54.626355,Power Out,18,Queens,22,Night,Spring,Found Okay
8577,2025-05-15 12:00:54.626357,No Heat,28,Manhattan,145,Evening,Summer,Found Okay
8578,2025-03-02 12:00:54.626360,No Hot Water,51,Brooklyn,7,Evening,Spring,Found Okay
8579,2024-12-05 12:00:54.626362,Meter Issue,39,Queens,263,Morning,Summer,Found Okay
8580,2024-10-15 12:00:54.626364,No Hot Water,64,Queens,559,Afternoon,Summer,Found Okay
8581,2024-12-12 12:00:54.626367,No Hot Water,25,Brooklyn,66,Evening,Spring,Found Okay
8582,2025-07-13 12:00:54.626369,Power Out,58,Queens,53,Afternoon,Winter,Found Okay
8583,2025-05-19 12:00:54.626371,Meter Issue,29,Bronx,106,Night,Summer,Found Okay
8584,2025-01-23 12:00:54.626374,No Hot Water,44,Bronx,174,Evening,Summer,Found Okay
8585,2025-07-14 12:00:54.626376,No Hot Water,34,Manhattan,37,Night,Spring,Found Okay
8586,2025-07-12 12:00:54.626379,Power Out,78,Queens,292,Morning,Winter,Found Okay
8587,2024-12-24 12:00:54.626381,Power Out,29,Queens,39,Evening,Fall,Found Okay
8588,2024-09-08 12:00:54.626383,Power Out,48,Brooklyn,0,Evening,Summer,Found Okay
8589,2025-04-02 12:00:54.626386,No Hot Water,24,Bronx,133,Morning,Spring,Found Okay
8590,2025-04-21 12:00:54.626388,No Hot Water,73,Staten Island,22,Afternoon,Winter,Found Okay
8591,2025-06-27 12:00:54.626390,Gas Smell,56,Manhattan,215,Evening,Winter,Needs Repair
8592,2025-05-08 12:00:54.626393,Meter Issue,52,Bronx,32,Morning,Winter,Found Okay
8593,2025-01-16 12:00:54.626395,Meter Issue,72,Brooklyn,306,Night,Summer,Found Okay
8594,2024-09-04 12:00:54.626398,No Heat,52,Manhattan,114,Morning,Fall,Found Okay
8595,2025-01-10 12:00:54.626400,No Hot Water,53,Staten Island,150,Night,Winter,Found Okay
8596,2024-08-21 12:00:54.626402,No Hot Water,51,Manhattan,37,Morning,Summer,Found Okay
8597,2024-08-24 12:00:54.626405,Meter Issue,58,Bronx,28,Evening,Spring,Found Okay
8598,2025-07-20 12:00:54.626407,Power Out,42,Staten Island,179,Afternoon,Winter,Found Okay
8599,2024-08-18 12:00:54.626410,No Hot Water,46,Brooklyn,53,Evening,Summer,Found Okay
8600,2024-12-25 12:00:54.626412,No Heat,62,Manhattan,87,Evening,Fall,Found Okay
8601,2024-11-20 12:00:54.626414,Gas Smell,54,Bronx,117,Night,Winter,Needs Repair
8602,2024-12-21 12:00:54.626417,No Heat,48,Brooklyn,46,Evening,Fall,Found Okay
8603,2025-05-12 12:00:54.626419,Power Out,28,Staten Island,285,Morning,Summer,Found Okay
8604,2025-07-24 12:00:54.626422,Power Out,72,Manhattan,504,Afternoon,Spring,Found Okay
8605,2024-11-01 12:00:54.626424,No Hot Water,40,Queens,101,Evening,Summer,Found Okay
8606,2024-12-16 12:00:54.626426,No Hot Water,64,Bronx,449,Afternoon,Fall,Found Okay
8607,2025-07-15 12:00:54.626429,Meter Issue,52,Bronx,385,Night,Fall,Found Okay
8608,2025-07-19 12:00:54.626431,No Heat,30,Queens,32,Evening,Spring,Found Okay
8609,2024-10-13 12:00:54.626433,No Heat,68,Brooklyn,34,Afternoon,Winter,Needs Repair
8610,2024-12-02 12:00:54.626436,Meter Issue,53,Bronx,116,Morning,Summer,Found Okay
8611,2025-07-10 12:00:54.626438,Power Out,70,Brooklyn,134,Afternoon,Spring,Found Okay
8612,2025-02-03 12:00:54.626441,Power Out,47,Staten Island,75,Morning,Winter,Found Okay
8613,2024-12-15 12:00:54.626443,No Heat,60,Queens,67,Morning,Spring,Found Okay
8614,2024-10-31 12:00:54.626445,No Heat,23,Brooklyn,101,Night,Fall,Found Okay
8615,2024-10-16 12:00:54.626448,No Heat,42,Staten Island,211,Afternoon,Winter,Needs Repair
8616,2024-10-07 12:00:54.626450,No Heat,30,Manhattan,15,Evening,Spring,Found Okay
8617,2025-03-19 12:00:54.626453,Power Out,44,Bronx,223,Evening,Summer,Found Okay
8618,2024-10-21 12:00:54.626455,No Heat,57,Queens,469,Evening,Spring,Found Okay
8619,2025-02-28 12:00:54.626458,Power Out,40,Manhattan,259,Evening,Winter,Found Okay
8620,2025-05-26 12:00:54.626460,No Heat,62,Manhattan,38,Afternoon,Spring,Found Okay
8621,2025-03-16 12:00:54.626462,No Hot Water,37,Manhattan,16,Night,Spring,Found Okay
8622,2025-04-30 12:00:54.626465,Meter Issue,63,Brooklyn,121,Evening,Summer,Found Okay
8623,2024-09-17 12:00:54.626467,No Heat,69,Bronx,563,Evening,Winter,Needs Repair
8624,2024-11-14 12:00:54.626469,No Hot Water,65,Queens,307,Morning,Winter,Found Okay
8625,2025-04-19 12:00:54.626472,No Hot Water,44,Bronx,148,Afternoon,Fall,Found Okay
8626,2025-06-06 12:00:54.626474,No Heat,18,Bronx,27,Morning,Spring,Needs Repair
8627,2024-11-16 12:00:54.626477,No Hot Water,58,Bronx,225,Morning,Winter,Needs Repair
8628,2025-04-21 12:00:54.626479,No Hot Water,48,Staten Island,301,Night,Winter,Found Okay
8629,2025-01-14 12:00:54.626481,Power Out,35,Staten Island,492,Evening,Winter,Found Okay
8630,2024-10-03 12:00:54.626484,Power Out,41,Staten Island,170,Evening,Summer,Found Okay
8631,2024-12-17 12:00:54.626486,No Hot Water,71,Staten Island,130,Afternoon,Summer,Found Okay
8632,2024-12-06 12:00:54.626488,No Heat,32,Bronx,173,Morning,Summer,Found Okay
8633,2025-07-05 12:00:54.626491,Gas Smell,57,Bronx,516,Evening,Winter,Needs Repair
8634,2025-04-01 12:00:54.626493,No Heat,53,Queens,178,Night,Summer,Found Okay
8635,2025-01-30 12:00:54.626495,Gas Smell,44,Queens,53,Morning,Winter,Needs Repair
8636,2025-01-13 12:00:54.626498,Power Out,59,Queens,181,Night,Summer,Found Okay
8637,2024-10-02 12:00:54.626500,No Heat,74,Queens,381,Night,Spring,Found Okay
8638,2024-11-18 12:00:54.626502,Power Out,45,Queens,150,Night,Winter,Found Okay
8639,2025-03-31 12:00:54.626505,Meter Issue,46,Staten Island,125,Evening,Fall,Found Okay
8640,2025-06-30 12:00:54.626507,Power Out,59,Bronx,237,Night,Spring,Found Okay
8641,2024-09-19 12:00:54.626510,No Hot Water,63,Queens,194,Night,Spring,Found Okay
8642,2024-10-19 12:00:54.626512,Gas Smell,48,Brooklyn,10,Evening,Spring,Needs Repair
8643,2025-04-16 12:00:54.626514,Meter Issue,45,Queens,232,Evening,Fall,Found Okay
8644,2024-12-19 12:00:54.626517,No Hot Water,16,Queens,94,Evening,Fall,Found Okay
8645,2024-10-31 12:00:54.626519,Power Out,38,Bronx,509,Afternoon,Fall,Found Okay
8646,2024-12-11 12:00:54.626522,No Heat,32,Staten Island,636,Morning,Summer,Found Okay
8647,2024-11-17 12:00:54.626524,No Heat,60,Manhattan,107,Morning,Summer,Needs Repair
8648,2025-07-07 12:00:54.626531,Power Out,46,Bronx,624,Afternoon,Spring,Found Okay
8649,2025-04-13 12:00:54.626534,Power Out,45,Staten Island,67,Afternoon,Fall,Found Okay
8650,2025-01-21 12:00:54.626536,Power Out,49,Brooklyn,206,Afternoon,Spring,Needs Repair
8651,2024-08-18 12:00:54.626539,Meter Issue,36,Manhattan,14,Evening,Spring,Found Okay
8652,2025-07-06 12:00:54.626541,No Heat,73,Staten Island,28,Night,Fall,Found Okay
8653,2025-01-25 12:00:54.626544,No Heat,69,Staten Island,359,Evening,Summer,Needs Repair
8654,2024-10-16 12:00:54.626546,Meter Issue,74,Bronx,403,Night,Spring,Found Okay
8655,2025-04-06 12:00:54.626548,No Heat,60,Staten Island,136,Morning,Spring,Needs Repair
8656,2024-08-27 12:00:54.626551,Power Out,49,Queens,74,Night,Winter,Found Okay
8657,2025-06-24 12:00:54.626553,No Hot Water,74,Staten Island,107,Afternoon,Fall,Found Okay
8658,2024-10-22 12:00:54.626556,No Heat,39,Manhattan,366,Morning,Spring,Found Okay
8659,2025-03-16 12:00:54.626558,No Heat,36,Staten Island,42,Night,Fall,Found Okay
8660,2024-12-16 12:00:54.626560,No Hot Water,40,Brooklyn,62,Afternoon,Winter,Found Okay
8661,2024-09-14 12:00:54.626563,Meter Issue,57,Queens,277,Night,Fall,Found Okay
8662,2024-09-06 12:00:54.626565,Power Out,38,Manhattan,492,Night,Winter,Found Okay
8663,2025-01-30 12:00:54.626568,Gas Smell,47,Manhattan,17,Night,Winter,Needs Repair
8664,2024-08-03 12:00:54.626570,No Hot Water,25,Bronx,293,Morning,Summer,Found Okay
8665,2025-05-06 12:00:54.626572,No Heat,57,Bronx,186,Night,Spring,Found Okay
8666,2025-06-08 12:00:54.626575,No Heat,27,Queens,47,Afternoon,Spring,Needs Repair
8667,2024-08-17 12:00:54.626577,No Hot Water,36,Manhattan,253,Night,Fall,Found Okay
8668,2024-08-10 12:00:54.626579,No Heat,68,Brooklyn,234,Afternoon,Fall,Found Okay
8669,2024-12-08 12:00:54.626582,No Heat,67,Staten Island,27,Evening,Winter,Needs Repair
8670,2024-11-06 12:00:54.626584,No Hot Water,55,Staten Island,125,Morning,Winter,Found Okay
8671,2024-10-17 12:00:54.626587,No Hot Water,54,Staten Island,255,Evening,Fall,Found Okay
8672,2025-04-22 12:00:54.626589,No Heat,42,Bronx,38,Evening,Fall,Found Okay
8673,2025-05-05 12:00:54.626591,Gas Smell,38,Manhattan,111,Morning,Fall,Needs Repair
8674,2025-07-16 12:00:54.626594,No Hot Water,44,Manhattan,23,Evening,Winter,Needs Repair
8675,2025-04-21 12:00:54.626596,No Heat,27,Brooklyn,65,Afternoon,Fall,Found Okay
8676,2025-02-16 12:00:54.626599,Meter Issue,53,Bronx,44,Afternoon,Winter,Found Okay
8677,2025-07-02 12:00:54.626601,No Heat,50,Brooklyn,126,Afternoon,Spring,Found Okay
8678,2025-04-08 12:00:54.626604,Meter Issue,35,Manhattan,27,Afternoon,Spring,Found Okay
8679,2025-04-15 12:00:54.626606,No Heat,73,Staten Island,86,Evening,Winter,Needs Repair
8680,2024-08-01 12:00:54.626608,Meter Issue,59,Bronx,57,Morning,Winter,Found Okay
8681,2025-03-23 12:00:54.626611,No Heat,60,Bronx,246,Evening,Winter,Needs Repair
8682,2025-05-08 12:00:54.626613,Power Out,42,Bronx,216,Morning,Winter,Found Okay
8683,2024-11-02 12:00:54.626615,No Hot Water,49,Staten Island,17,Morning,Summer,Found Okay
8684,2024-11-29 12:00:54.626618,Power Out,59,Bronx,552,Evening,Spring,Found Okay
8685,2024-12-29 12:00:54.626620,No Hot Water,52,Queens,245,Evening,Spring,Found Okay
8686,2024-09-28 12:00:54.626623,No Heat,74,Bronx,172,Afternoon,Summer,Found Okay
8687,2025-02-15 12:00:54.626625,Power Out,46,Staten Island,116,Morning,Fall,Found Okay
8688,2024-10-25 12:00:54.626627,No Heat,42,Bronx,35,Morning,Winter,Needs Repair
8689,2025-06-02 12:00:54.626630,Meter Issue,59,Queens,588,Night,Winter,Found Okay
8690,2025-05-02 12:00:54.626632,No Heat,31,Queens,1,Morning,Fall,Found Okay
8691,2024-09-03 12:00:54.626635,No Hot Water,63,Bronx,212,Afternoon,Spring,Found Okay
8692,2025-01-18 12:00:54.626637,Power Out,30,Manhattan,127,Morning,Summer,Found Okay
8693,2025-03-30 12:00:54.626639,No Hot Water,59,Manhattan,419,Night,Winter,Needs Repair
8694,2025-03-17 12:00:54.626642,No Heat,40,Brooklyn,86,Night,Spring,Found Okay
8695,2025-03-14 12:00:54.626644,Power Out,57,Queens,131,Morning,Spring,Found Okay
8696,2024-12-14 12:00:54.626646,Power Out,63,Manhattan,244,Afternoon,Spring,Needs Repair
8697,2024-10-30 12:00:54.626649,Meter Issue,52,Brooklyn,8,Night,Summer,Found Okay
8698,2025-06-11 12:00:54.626651,No Hot Water,32,Manhattan,10,Night,Summer,Found Okay
8699,2025-04-04 12:00:54.626654,No Hot Water,36,Bronx,42,Night,Summer,Found Okay
8700,2025-01-10 12:00:54.626656,No Hot Water,39,Queens,28,Evening,Summer,Found Okay
8701,2025-01-21 12:00:54.626658,No Heat,21,Manhattan,1,Afternoon,Summer,Found Okay
8702,2024-08-01 12:00:54.626661,Power Out,66,Bronx,175,Afternoon,Summer,Found Okay
8703,2024-09-11 12:00:54.626663,No Hot Water,51,Brooklyn,286,Evening,Fall,Found Okay
8704,2025-01-31 12:00:54.626666,No Hot Water,32,Bronx,566,Morning,Spring,Found Okay
8705,2025-05-14 12:00:54.626668,No Hot Water,71,Brooklyn,104,Night,Spring,Found Okay
8706,2025-05-17 12:00:54.626670,Power Out,39,Manhattan,59,Night,Fall,Needs Repair
8707,2024-10-09 12:00:54.626673,Meter Issue,53,Staten Island,358,Evening,Winter,Found Okay
8708,2024-10-23 12:00:54.626675,Power Out,37,Bronx,334,Morning,Fall,Found Okay
8709,2025-07-10 12:00:54.626678,No Hot Water,19,Staten Island,176,Afternoon,Winter,Found Okay
8710,2025-02-10 12:00:54.626680,Power Out,29,Queens,57,Morning,Winter,Found Okay
8711,2025-07-16 12:00:54.626683,Gas Smell,43,Staten Island,430,Afternoon,Fall,Needs Repair
8712,2025-01-01 12:00:54.626685,No Heat,63,Queens,35,Night,Fall,Found Okay
8713,2025-06-13 12:00:54.626687,No Heat,55,Manhattan,8,Morning,Summer,Found Okay
8714,2025-05-06 12:00:54.626689,No Heat,52,Manhattan,286,Afternoon,Fall,Found Okay
8715,2025-03-04 12:00:54.626692,No Hot Water,19,Bronx,149,Morning,Summer,Found Okay
8716,2025-01-24 12:00:54.626694,Power Out,69,Staten Island,50,Morning,Fall,Needs Repair
8717,2024-09-28 12:00:54.626697,No Hot Water,53,Queens,200,Morning,Fall,Found Okay
8718,2025-03-02 12:00:54.626699,No Hot Water,48,Queens,261,Evening,Winter,Found Okay
8719,2025-03-12 12:00:54.626701,Meter Issue,66,Staten Island,335,Afternoon,Fall,Found Okay
8720,2025-05-23 12:00:54.626704,Power Out,68,Manhattan,59,Afternoon,Winter,Found Okay
8721,2024-11-13 12:00:54.626706,Power Out,67,Manhattan,4,Night,Summer,Found Okay
8722,2024-08-31 12:00:54.626708,No Heat,46,Queens,128,Afternoon,Fall,Found Okay
8723,2025-07-22 12:00:54.626711,No Heat,34,Bronx,348,Night,Summer,Found Okay
8724,2025-04-01 12:00:54.626713,No Heat,64,Manhattan,41,Evening,Fall,Found Okay
8725,2025-04-21 12:00:54.626716,No Heat,29,Brooklyn,98,Night,Fall,Found Okay
8726,2025-03-04 12:00:54.626718,No Heat,79,Queens,53,Night,Spring,Found Okay
8727,2025-03-07 12:00:54.626720,Gas Smell,50,Staten Island,2,Evening,Fall,Needs Repair
8728,2024-08-12 12:00:54.626723,No Heat,34,Staten Island,411,Evening,Winter,Found Okay
8729,2024-11-30 12:00:54.626725,No Heat,31,Queens,26,Evening,Summer,Found Okay
8730,2024-12-02 12:00:54.626727,No Heat,30,Queens,262,Morning,Spring,Found Okay
8731,2024-08-28 12:00:54.626730,Gas Smell,52,Manhattan,76,Afternoon,Spring,Needs Repair
8732,2025-06-18 12:00:54.626732,Gas Smell,49,Queens,58,Morning,Summer,Needs Repair
8733,2025-04-27 12:00:54.626735,Gas Smell,31,Queens,509,Night,Summer,Found Okay
8734,2024-12-17 12:00:54.626737,No Heat,44,Brooklyn,192,Evening,Spring,Found Okay
8735,2025-07-25 12:00:54.626739,No Hot Water,29,Staten Island,209,Evening,Fall,Found Okay
8736,2024-12-29 12:00:54.626742,No Heat,58,Manhattan,256,Morning,Spring,Found Okay
8737,2025-01-06 12:00:54.626744,No Heat,49,Bronx,75,Night,Fall,Found Okay
8738,2025-05-25 12:00:54.626746,Meter Issue,44,Manhattan,149,Afternoon,Summer,Found Okay
8739,2025-04-22 12:00:54.626749,Meter Issue,30,Staten Island,56,Night,Fall,Found Okay
8740,2025-07-19 12:00:54.626751,Gas Smell,45,Bronx,323,Evening,Fall,Needs Repair
8741,2024-12-06 12:00:54.626753,Meter Issue,43,Queens,164,Night,Fall,Found Okay
8742,2024-09-12 12:00:54.626756,Gas Smell,54,Brooklyn,50,Morning,Winter,Needs Repair
8743,2024-11-15 12:00:54.626758,No Heat,52,Brooklyn,414,Night,Fall,Needs Repair
8744,2024-08-28 12:00:54.626761,Meter Issue,61,Staten Island,156,Morning,Winter,Found Okay
8745,2025-03-18 12:00:54.626763,No Heat,42,Staten Island,122,Night,Fall,Found Okay
8746,2024-12-21 12:00:54.626766,Power Out,22,Brooklyn,6,Night,Fall,Found Okay
8747,2025-02-25 12:00:54.626768,No Heat,64,Bronx,433,Morning,Winter,Needs Repair
8748,2025-03-11 12:00:54.626770,No Hot Water,35,Bronx,547,Morning,Fall,Found Okay
8749,2025-02-23 12:00:54.626772,Gas Smell,33,Manhattan,148,Afternoon,Fall,Needs Repair
8750,2024-09-08 12:00:54.626775,No Hot Water,49,Queens,105,Afternoon,Winter,Found Okay
8751,2024-08-21 12:00:54.626777,No Heat,54,Bronx,80,Night,Winter,Found Okay
8752,2024-11-11 12:00:54.626780,No Hot Water,42,Queens,56,Evening,Winter,Found Okay
8753,2024-10-21 12:00:54.626782,No Hot Water,41,Staten Island,153,Evening,Winter,Needs Repair
8754,2024-08-27 12:00:54.626785,Meter Issue,44,Bronx,24,Afternoon,Fall,Found Okay
8755,2024-08-21 12:00:54.626787,Power Out,71,Bronx,452,Afternoon,Fall,Needs Repair
8756,2024-12-14 12:00:54.626790,No Hot Water,49,Bronx,34,Night,Summer,Found Okay
8757,2024-10-24 12:00:54.626792,No Heat,35,Manhattan,246,Morning,Fall,Found Okay
8758,2024-08-07 12:00:54.626794,Power Out,35,Staten Island,65,Morning,Spring,Found Okay
8759,2024-10-14 12:00:54.626797,No Heat,46,Brooklyn,46,Morning,Spring,Found Okay
8760,2025-02-13 12:00:54.626799,No Heat,53,Manhattan,146,Evening,Spring,Needs Repair
8761,2025-06-14 12:00:54.626802,No Hot Water,57,Manhattan,260,Evening,Fall,Found Okay
8762,2025-01-09 12:00:54.626804,Meter Issue,51,Bronx,233,Evening,Spring,Found Okay
8763,2024-12-29 12:00:54.626807,No Heat,37,Manhattan,47,Evening,Fall,Needs Repair
8764,2024-11-27 12:00:54.626809,No Heat,43,Brooklyn,72,Morning,Winter,Needs Repair
8765,2025-07-07 12:00:54.626811,No Hot Water,61,Manhattan,365,Night,Fall,Found Okay
8766,2024-09-13 12:00:54.626814,No Heat,32,Manhattan,231,Night,Summer,Found Okay
8767,2024-10-30 12:00:54.626816,Gas Smell,43,Bronx,224,Evening,Fall,Needs Repair
8768,2025-06-17 12:00:54.626818,No Hot Water,58,Staten Island,56,Evening,Spring,Found Okay
8769,2024-09-02 12:00:54.626821,No Hot Water,63,Brooklyn,282,Morning,Winter,Found Okay
8770,2024-09-21 12:00:54.626825,No Heat,47,Bronx,79,Morning,Winter,Found Okay
8771,2024-08-02 12:00:54.626828,No Heat,43,Manhattan,92,Night,Winter,Needs Repair
8772,2025-02-25 12:00:54.626830,Power Out,30,Brooklyn,61,Afternoon,Summer,Found Okay
8773,2025-01-13 12:00:54.626833,Meter Issue,57,Queens,23,Night,Summer,Found Okay
8774,2025-02-19 12:00:54.626835,No Heat,69,Manhattan,98,Night,Summer,Found Okay
8775,2024-12-09 12:00:54.626837,No Heat,88,Staten Island,3,Night,Spring,Found Okay
8776,2025-02-18 12:00:54.626840,No Heat,55,Manhattan,109,Morning,Spring,Found Okay
8777,2025-04-06 12:00:54.626842,Gas Smell,49,Staten Island,232,Evening,Summer,Needs Repair
8778,2025-04-29 12:00:54.626845,Power Out,36,Queens,582,Morning,Fall,Found Okay
